id,first_name,last_name,email,gender,ip_address
71.599,84.8642,41.2,59.3,87,79.79123
98.252,89.8537,87.2,6.4,30,91.96276
71.626,22.0347,43.6,6.0,76,92.34049
44.685,87.4311,51.7,83.1,75,60.66143
81.079,72.1442,79.6,45.5,29,79.58087
63.107,89.446,51.6,24.4,88,48.40213
98.577,6.0057,64.8,39.6,71,92.15739
35.853,18.6813,87.5,9.8,17,27.03439
99.616,33.2186,41.8,2.1,26,81.32381
45.771,78.6871,91.9,98.3,16,49.39088
94.952,95.8526,82.9,73.7,61,44.59459
78.202,47.1677,6.9,62.8,59,88.98613
20.635,28.2373,82.1,46.5,82,70.25647
41.007,8.3535,86.5,44.1,82,55.5215
10.63,36.725,99.8,22.0,14,60.78974
59.859,9.9088,64.4,29.5,72,17.85554
67.191,28.3673,45.8,54.5,84,12.71321
5.182,38.8033,20.1,62.4,27,37.56479
80.892,33.2293,73.9,77.5,1,45.33479
57.816,22.5123,56.7,38.9,47,53.16394
46.455,39.3458,27.7,63.1,74,93.54364
25.311,29.3404,57.5,24.9,30,59.84424
87.095,46.8608,10.0,65.9,92,56.33937
67.9,17.5792,22.8,51.6,76,35.76757
22.205,22.4959,64.3,73.6,44,64.25965
49.46,60.2549,86.8,66.2,19,25.19532
67.556,53.6897,25.5,50.1,97,9.09622
92.43,52.9208,22.5,92.0,35,37.67018
42.571,61.7737,8.2,33.9,20,29.75573
65.216,28.9359,60.5,63.5,23,5.17287
8.227,94.2328,47.5,79.4,70,90.52286
58.849,84.0107,56.2,55.2,50,14.194
9.142,58.4675,12.5,57.2,58,95.07795
91.992,64.1091,96.3,23.5,38,60.70942
46.267,5.6894,58.7,72.6,62,27.06225
56.65,66.3009,78.2,14.2,72,43.2385
45.715,74.6101,11.5,32.8,36,19.32541
73.476,46.2862,48.3,67.6,65,72.85374
48.785,27.0288,72.6,20.4,27,5.44067
53.974,39.8309,28.3,63.1,18,51.6201
70.502,57.1208,45.4,48.5,62,90.57422
89.654,89.091,9.1,50.4,68,47.82004
41.4,70.9899,60.1,89.5,67,94.37367
26.976,12.8972,64.4,28.1,92,3.04668
15.203,84.6495,42.2,33.7,20,22.07124
30.662,90.7892,37.3,84.8,66,94.51007
45.241,50.1304,21.1,54.9,20,57.01557
22.441,98.3358,7.8,4.0,14,53.09296
78.717,54.2521,6.3,55.3,36,14.34383
2.194,65.666,95.4,56.3,33,20.25874
2.048,33.3647,39.2,65.6,35,29.69089
53.166,64.8244,57.4,9.8,86,5.80333
3.959,85.9809,49.0,61.5,13,42.42905
99.327,64.7604,18.0,34.9,9,55.18363
72.893,17.6742,78.3,67.4,63,28.23805
62.173,52.415,43.7,51.4,68,10.78765
48.05,35.6003,87.6,3.9,96,80.63245
27.605,89.2167,66.6,12.8,80,85.5459
26.464,80.9551,82.4,90.1,18,21.20483
70.364,85.3511,5.5,24.9,5,55.6179
9.948,12.6476,27.8,37.0,30,57.50557
20.261,79.1225,64.1,81.1,19,9.12099
83.392,83.4567,65.3,26.9,19,40.28808
6.886,22.3605,80.2,1.3,14,30.55592
61.485,50.9567,67.3,45.5,79,36.58607
61.289,35.4755,79.7,48.3,82,85.71542
78.596,32.161,76.8,86.7,92,48.44731
77.042,16.807,39.7,37.6,67,86.75607
21.982,51.3657,32.0,93.3,77,46.97577
51.879,99.2427,42.6,37.8,54,40.41983
48.666,71.8646,69.1,43.8,33,55.02084
37.372,41.6646,15.3,6.6,66,35.28431
58.577,50.4141,88.1,46.3,94,29.94744
32.47,67.4286,17.7,96.4,12,72.51967
14.947,25.3686,43.8,73.0,27,54.48799
57.59,16.3094,42.1,25.8,100,23.72231
71.924,50.5974,48.6,52.4,91,67.8011
90.998,20.7015,9.3,67.7,10,54.56926
2.543,52.8107,92.6,84.2,96,61.98367
80.483,12.1121,18.7,56.5,41,52.87643
17.308,81.8427,21.0,24.9,11,82.58795
98.722,66.7685,17.1,19.3,70,59.9932
13.459,6.9659,16.8,23.4,13,63.18416
43.881,40.4721,46.9,23.3,35,76.44888
52.392,69.8895,51.9,14.9,45,99.85204
17.15,70.5233,91.6,46.0,26,25.97185
49.911,82.792,87.7,64.4,9,56.16132
71.135,34.8047,54.2,79.2,25,27.15845
99.478,89.3404,85.9,74.7,26,81.21714
25.522,73.4798,13.5,22.2,4,16.7499
13.444,67.6324,76.9,27.2,85,61.64363
51.798,88.8227,84.6,55.4,35,34.46549
15.619,44.2123,19.5,52.0,20,30.62422
36.612,60.2506,4.8,27.3,25,90.79313
25.349,34.9053,64.3,25.4,67,7.36801
53.999,19.2611,45.8,28.5,58,22.43938
7.572,36.179,78.8,20.0,11,74.14741
69.418,91.9968,57.3,61.9,11,51.15822
73.631,4.0532,77.2,64.4,3,22.01637
1.083,56.0705,23.6,13.0,66,55.95682
55.341,26.0134,56.3,4.6,73,75.77498
30.023,97.2516,1.1,72.9,62,40.49938
50.539,20.6559,85.9,94.4,79,90.24587
19.278,40.4932,4.8,29.9,46,79.87891
26.512,88.1707,22.1,73.3,17,51.66333
12.861,79.4287,96.6,6.8,14,53.66736
76.444,70.3299,76.2,7.4,73,61.39766
85.314,37.5235,82.8,34.5,56,76.67472
43.586,72.4371,46.4,56.1,40,13.73084
19.066,43.7769,4.9,95.3,44,58.06004
96.755,72.407,35.5,44.8,77,84.30121
88.644,99.5946,47.7,96.4,71,45.87702
32.216,45.49,42.4,42.9,34,32.4156
14.163,36.9273,68.5,42.8,43,85.07053
38.435,44.0117,12.2,35.3,89,16.12921
27.432,37.0933,22.6,5.5,73,76.42738
29.791,73.0689,11.5,53.1,100,21.4776
54.541,77.9874,66.0,51.1,2,54.67694
56.512,9.9015,6.7,21.2,79,89.99911
83.29,60.2116,2.7,88.9,98,80.22433
60.723,45.5112,81.9,12.0,79,18.47725
55.725,98.898,94.4,72.3,18,43.2291
8.08,97.7644,21.8,71.8,87,38.52084
74.459,22.0888,92.8,48.5,55,5.68899
3.565,32.6815,82.3,30.5,48,3.67633
12.285,52.4343,56.7,66.6,68,86.7656
50.045,85.5163,21.1,75.8,62,40.86128
3.96,67.0518,88.9,34.9,21,63.40964
36.351,35.9746,86.8,75.4,33,3.94901
80.015,76.3698,14.9,40.0,40,88.71115
62.008,95.5804,70.6,7.4,46,46.16196
31.945,4.0424,97.0,12.8,36,7.52075
44.842,43.0755,72.5,13.2,42,49.01961
45.721,80.736,18.9,3.5,76,55.49165
75.272,7.1939,31.6,95.4,93,80.36322
97.08,66.0743,95.5,17.3,91,97.45754
12.663,6.4392,99.0,40.2,28,76.41774
31.792,81.4535,62.6,68.3,20,50.74163
71.675,67.9474,34.6,31.1,96,43.40818
23.092,93.029,8.9,75.3,87,41.35605
31.83,38.102,24.1,80.8,99,77.57398
63.581,98.4679,20.8,70.1,92,20.68273
46.488,47.7575,91.9,88.0,78,78.89057
55.891,46.1402,24.4,85.9,95,66.95275
51.887,85.5728,35.5,81.3,28,18.62639
14.071,83.2264,71.1,78.6,96,92.88985
78.186,19.7247,81.5,99.8,85,71.88246
72.304,54.0607,78.3,20.2,80,14.71062
90.935,73.6844,26.4,16.2,45,20.38067
27.631,66.5348,66.5,85.3,51,22.54814
60.91,17.5328,19.2,42.7,90,21.04186
13.461,89.6921,84.6,88.6,62,95.83638
23.781,30.2087,6.5,6.1,6,94.74358
6.01,52.5965,27.8,6.7,69,58.4674
51.726,41.3256,3.8,14.8,29,66.46615
89.473,6.3959,78.0,16.2,75,71.03415
38.901,22.4911,4.8,87.1,48,87.47539
19.497,36.7221,80.9,98.0,62,23.48018
92.145,86.2086,99.5,5.4,46,25.16951
10.918,73.1068,46.5,27.3,40,82.17937
9.856,43.3087,2.5,64.7,63,65.75724
22.018,7.4538,17.8,25.8,90,97.70728
57.512,89.3939,92.1,64.1,96,62.64515
27.699,76.9833,62.3,83.4,79,12.86863
18.176,69.9183,89.0,73.2,85,48.9895
89.348,34.8655,11.1,43.9,11,99.92447
80.619,29.6632,19.9,68.5,81,49.16061
80.35,98.4385,46.9,50.4,23,41.23952
85.167,98.5786,9.3,92.0,1,64.59915
64.075,68.9672,28.9,95.0,10,20.43828
12.777,49.3444,36.7,84.7,17,71.65107
28.998,29.3826,28.7,59.3,54,88.56193
64.64,42.2398,31.2,23.8,20,49.80979
49.517,40.3311,32.6,83.5,93,5.6888
23.285,22.0583,85.3,94.8,71,11.80308
80.924,75.4757,5.0,84.3,81,55.17413
67.402,69.588,56.7,37.6,27,80.55614
88.069,79.164,24.9,86.9,99,36.96084
33.307,76.8051,19.5,24.2,10,85.20716
63.744,53.0263,77.8,63.2,11,26.96668
81.376,90.4278,1.2,93.2,17,27.94878
51.072,36.9996,62.1,61.0,51,90.45248
2.952,83.7684,88.3,21.1,97,46.92852
67.624,88.6407,73.2,40.5,61,14.31941
87.769,57.8007,32.0,39.6,48,82.98427
35.371,79.8007,56.3,77.3,93,98.64068
55.501,23.1717,25.3,50.5,82,19.22952
10.99,15.1534,89.7,44.5,7,8.22544
47.439,78.8915,54.8,76.9,70,31.44157
76.358,3.4906,77.6,22.9,86,18.97574
49.408,46.3965,39.7,96.4,9,79.08153
24.362,8.1434,29.9,8.4,86,8.66855
6.174,46.702,4.1,82.3,94,73.81254
5.8,12.6366,86.4,25.5,84,89.51442
26.939,46.6628,12.7,42.2,6,55.35022
84.513,65.1479,71.7,78.0,18,61.60499
59.71,11.3097,13.2,48.3,69,58.12286
23.226,15.2458,10.1,23.9,40,68.57561
59.089,26.6131,94.4,28.9,52,69.01431
34.54,84.1783,15.6,40.6,94,6.64855
66.713,99.8428,65.9,58.6,26,76.64754
14.165,80.4482,26.4,3.6,84,47.6301
82.155,30.9364,82.5,49.4,39,5.25382
21.86,41.0699,42.3,37.4,37,97.74478
26.59,74.3585,75.9,6.1,49,83.2894
31.247,90.0503,98.3,51.2,58,97.59018
74.549,18.4608,14.6,71.6,55,41.22598
66.33,94.4773,80.8,84.8,44,37.69698
90.588,11.3023,15.1,37.9,26,49.27664
3.835,67.4006,2.9,26.0,74,15.39873
4.513,24.9199,7.5,90.3,33,39.89693
39.112,57.2586,97.3,87.5,8,81.54917
76.22,63.4067,69.3,92.3,10,85.82072
95.913,9.0596,18.5,8.6,21,59.44184
88.244,48.7435,96.6,53.9,28,59.1503
21.043,85.3736,54.1,66.1,87,91.62149
28.49,64.6006,53.3,11.7,67,24.02245
82.174,79.4861,60.1,94.6,62,67.60669
20.507,78.9979,60.7,14.5,89,93.06843
11.212,28.9735,34.0,24.9,87,28.77009
8.929,77.7867,57.8,40.6,76,84.82748
62.579,92.4944,81.9,74.9,4,97.62283
38.159,40.2146,24.8,12.0,59,78.39962
83.789,74.1674,9.9,12.1,37,83.9373
52.743,50.9128,4.6,86.3,72,28.73686
22.741,12.2506,16.8,61.1,71,35.19432
54.701,23.9885,13.3,17.9,75,83.14283
81.83,61.857,87.7,41.3,27,19.86966
4.783,9.1572,83.9,25.5,34,26.14901
42.034,35.7916,53.6,2.9,27,71.44401
32.9,12.3533,57.6,46.2,23,20.95667
8.832,84.3626,19.4,87.5,1,5.40891
8.096,2.7544,58.5,9.2,59,25.40716
86.665,60.6324,59.8,57.4,13,13.57481
60.558,91.5897,31.2,27.8,89,25.10651
36.274,40.9631,62.4,59.4,44,97.49555
19.511,68.6467,62.4,34.2,21,87.00295
70.748,25.923,5.5,44.4,40,90.43221
3.73,99.2665,20.9,44.5,62,51.51816
96.253,5.25,8.6,44.8,33,70.6222
51.271,13.1719,23.6,47.9,93,4.08341
20.174,45.6886,69.6,98.3,58,64.2816
75.516,55.7902,73.4,1.4,92,94.36191
18.383,74.2852,67.9,14.4,37,90.4318
7.865,60.4514,95.2,31.7,81,80.6898
58.939,81.4723,58.9,64.1,63,2.02508
10.651,23.9993,72.7,48.7,93,85.2566
19.309,18.5363,55.8,80.2,90,7.94456
19.092,26.4241,9.7,87.3,74,9.48611
47.094,1.3245,84.6,88.9,17,59.17442
16.321,24.3143,34.0,9.8,81,62.46307
41.909,74.6814,26.6,95.5,45,9.31544
96.339,87.5525,46.5,6.1,23,6.00144
22.047,58.6852,94.6,62.3,4,51.62935
42.02,49.0739,23.9,57.6,80,79.46346
25.236,13.982,69.1,29.5,24,16.52102
23.71,9.8787,96.6,6.1,48,83.24203
80.334,72.3129,59.1,58.5,69,89.08066
45.796,31.8793,41.4,48.0,81,94.33456
74.411,54.7953,51.9,4.4,100,69.17787
64.565,23.1638,35.4,52.0,68,3.38274
80.701,78.8506,43.3,20.6,67,78.56524
13.293,1.7552,57.5,88.3,58,8.16156
71.435,46.589,17.9,93.1,33,62.3074
96.106,82.6593,87.8,27.4,23,3.02617
20.314,49.2105,37.8,38.9,14,96.38134
89.565,26.1141,23.6,72.7,86,61.71934
41.347,53.9554,37.9,80.0,20,82.57303
47.912,60.8559,32.0,82.0,95,49.95857
7.433,15.1043,76.7,91.3,30,5.6868
80.25,46.9466,52.4,12.4,24,21.15942
7.717,54.0656,80.6,7.3,55,24.70748
39.186,53.9652,71.8,57.4,5,85.39684
41.407,81.0363,55.1,80.2,12,90.80806
86.481,83.6699,96.1,53.4,61,41.42866
88.805,10.4934,86.5,32.4,74,65.17057
58.675,34.4134,89.3,12.2,72,81.35433
79.629,22.3709,4.6,60.2,54,57.73262
60.985,15.1907,70.9,92.1,49,1.21076
51.835,87.2177,92.5,90.6,50,32.09691
57.347,85.6195,12.9,11.2,89,20.67697
22.412,14.176,91.4,66.6,14,34.79587
92.955,96.2016,44.3,85.0,48,60.42109
93.743,37.0324,88.0,30.3,81,36.56417
94.112,3.8393,87.2,73.0,3,42.85708
27.461,16.0173,69.3,86.7,36,20.92511
15.122,23.4317,44.3,80.4,25,33.23379
43.115,22.5331,77.7,87.5,78,88.35407
13.258,77.1886,68.2,22.3,99,98.43559
60.126,56.2117,19.6,50.5,76,63.78003
23.091,38.7724,39.2,20.9,98,61.29813
24.688,57.6482,61.5,20.4,66,25.10623
25.21,28.4709,72.1,19.9,100,36.30323
43.626,64.8439,61.5,28.1,99,16.77434
4.716,15.5749,38.2,49.0,23,91.30114
72.831,86.7543,38.7,21.8,10,69.7699
75.763,49.7231,51.8,22.3,96,84.32118
35.235,46.1825,88.3,61.0,88,88.28409
64.59,66.8578,91.4,48.0,41,59.93048
86.048,13.6322,29.8,9.4,64,13.77524
8.086,99.9238,41.4,55.4,12,87.40926
24.988,27.426,29.9,46.5,32,36.96423
27.513,48.9789,4.9,79.1,45,61.26482
6.445,46.4579,41.8,25.1,9,55.40043
59.138,41.1958,79.7,58.9,17,5.80115
12.709,83.5736,42.3,36.3,38,80.518
66.404,29.8648,40.8,82.7,14,33.59778
37.809,24.5585,80.6,17.5,63,40.58733
25.697,41.1803,6.4,37.0,17,47.34124
39.036,54.7365,87.1,34.4,78,91.39898
74.101,19.3418,99.5,10.3,43,21.49323
20.485,85.7575,87.2,83.3,50,64.93492
63.457,43.303,69.6,60.1,23,94.05871
78.93,99.9632,17.9,34.3,96,69.21859
33.124,72.8242,76.4,96.5,50,49.635
48.864,6.2455,17.4,22.8,83,49.42127
12.263,34.566,8.3,20.9,79,21.34436
37.605,21.8983,2.4,19.7,30,66.30782
49.13,84.2617,99.8,2.9,62,58.87102
43.119,82.6908,88.3,53.9,80,92.21947
90.084,87.6816,33.0,12.8,47,64.66272
33.976,53.2221,84.7,87.4,22,4.69687
74.593,97.3103,74.8,77.0,89,83.37901
16.755,52.8564,57.4,48.0,22,62.46388
49.085,7.7811,77.8,61.6,51,91.73137
50.562,65.3311,5.4,26.0,87,39.74721
20.879,1.1668,91.8,96.8,81,27.14469
2.067,31.4638,31.4,18.5,3,2.1625
29.265,92.4289,94.6,87.3,66,57.28122
70.325,89.8364,12.9,26.5,21,15.08146
53.503,92.2628,65.1,19.9,44,38.87686
62.597,67.351,15.2,44.4,29,37.77038
95.809,40.6415,89.5,70.8,45,60.63328
88.841,74.264,62.8,44.3,54,93.81595
32.72,31.1454,89.7,63.3,3,19.73447
98.523,78.0008,69.2,46.3,74,81.74231
46.715,21.4578,25.1,51.9,68,41.49005
12.015,85.1567,67.9,43.8,36,85.32605
38.366,23.343,85.2,46.7,17,92.4765
70.418,96.5794,14.7,54.5,15,39.57902
24.915,43.3148,15.1,90.7,36,6.89499
45.347,53.9246,67.6,73.5,56,34.85541
53.523,34.1457,47.9,51.0,32,79.46426
85.682,70.2754,23.8,2.4,71,27.5202
21.841,77.038,43.0,36.0,38,85.4328
12.794,56.2294,58.6,78.0,51,74.40943
78.928,65.7736,85.7,7.4,55,30.72593
37.525,61.2383,88.4,64.8,22,70.08375
56.999,62.5656,3.2,47.0,11,89.55335
97.546,36.7312,7.2,61.0,82,32.99079
62.63,46.0615,18.4,3.8,53,16.40818
23.987,8.0745,70.4,53.5,30,74.32729
97.879,48.886,91.9,17.6,13,88.4047
27.049,43.4535,36.0,40.6,21,24.64326
11.037,60.7615,43.1,79.6,71,18.45606
98.99,51.9105,84.2,40.5,23,38.12058
7.198,8.3131,69.7,79.9,95,97.32271
16.136,57.6859,40.7,24.9,94,68.5459
59.313,13.6381,2.4,57.4,62,36.82297
92.324,81.3382,14.2,45.9,5,26.928
19.725,42.1762,18.2,94.2,37,74.73433
93.894,58.5194,17.0,46.0,19,54.54178
37.955,21.5098,60.5,41.6,62,76.77832
66.642,18.0959,53.3,93.0,82,91.83718
18.992,69.0322,21.9,53.9,81,13.43808
96.343,55.9624,60.0,49.0,41,46.78436
3.775,54.9495,28.7,52.3,97,36.58424
4.145,42.3519,36.4,89.1,96,11.38402
50.709,94.0298,91.5,26.0,17,95.75059
98.091,39.016,10.3,62.3,23,46.13443
91.87,69.9874,52.0,61.7,72,17.59715
53.32,60.6622,6.3,61.5,15,31.52472
83.773,38.2859,98.5,9.7,3,49.85497
26.509,4.4347,42.0,68.7,18,23.30882
95.969,31.4381,72.6,1.5,70,44.10224
1.238,78.1872,65.4,11.7,93,90.71144
60.401,67.5664,51.5,77.1,98,17.74335
15.269,55.1214,96.7,61.6,72,21.00542
92.279,51.3543,50.7,36.9,17,82.89635
80.922,94.6288,37.1,31.6,98,89.52989
35.811,75.2722,84.9,30.3,82,11.48089
77.764,79.8694,4.9,5.7,61,95.03222
67.226,96.2133,45.8,93.3,39,32.25353
40.61,23.5691,28.7,50.0,91,64.38397
49.698,21.5469,32.8,75.7,49,53.81511
55.995,58.3113,42.4,97.2,2,63.92453
86.0,55.1911,22.9,27.8,37,23.19682
38.5,98.8127,78.9,45.8,79,85.01098
43.982,47.5331,68.7,57.4,55,7.94321
93.779,74.338,86.9,36.3,90,29.22317
93.125,13.6988,72.8,10.3,76,47.30446
96.114,36.6779,69.0,67.0,22,29.01245
35.689,30.8845,71.3,65.4,11,53.90272
87.503,74.5246,67.5,39.3,34,33.5832
70.532,60.5929,94.3,48.5,23,28.86599
24.953,38.0776,25.9,73.2,28,7.26868
47.567,87.4444,97.6,41.9,68,99.66677
35.529,92.1309,91.2,22.1,75,29.76922
4.249,58.7926,3.8,93.4,77,35.90121
51.114,10.3523,17.5,6.9,89,89.00285
41.44,9.8431,6.3,40.4,20,2.51644
32.033,74.6534,97.5,48.2,14,45.12891
72.731,89.7357,2.6,16.2,76,12.19089
61.064,82.5906,68.3,98.3,88,75.79311
14.915,12.0474,2.3,81.6,2,87.42173
99.046,6.1884,37.4,95.9,83,24.17938
68.582,6.6137,23.8,53.2,76,83.48016
49.357,32.5329,21.1,67.1,53,71.88404
95.004,99.8077,72.1,11.0,91,60.56151
74.694,72.282,69.7,53.3,52,91.89366
23.247,23.9309,10.3,56.4,21,79.71994
43.612,43.4584,22.5,53.4,19,51.35705
58.84,76.6265,76.0,64.0,68,5.18552
93.964,68.5928,44.0,10.4,94,96.39484
28.125,31.0742,27.3,92.8,74,53.01932
34.738,39.1944,45.2,66.0,17,11.96864
5.663,86.0355,79.9,27.1,67,51.59392
42.146,37.6245,77.5,34.2,28,61.62306
95.314,56.6864,88.9,95.1,100,17.74745
20.484,83.6466,64.8,69.9,61,66.68271
49.772,82.4479,25.5,83.2,54,95.85976
1.16,79.4334,68.8,52.6,99,79.28316
55.799,69.1131,9.5,47.7,5,36.8963
57.417,92.6712,99.7,50.4,68,16.88158
33.467,92.0296,46.6,69.4,10,12.23654
83.455,31.9152,50.4,41.5,23,73.01436
52.145,27.5151,76.3,75.0,3,50.48986
52.315,71.0344,27.1,95.7,16,94.08604
55.726,24.5509,9.5,67.6,1,59.0046
91.189,94.6672,3.6,34.1,25,86.09371
75.865,81.5068,2.2,10.0,89,90.85059
69.562,38.0747,90.0,49.1,29,41.40216
90.446,70.355,74.0,20.5,96,86.72182
32.677,30.5786,35.5,36.0,3,62.92695
43.381,43.8847,78.4,29.5,87,68.7051
99.693,68.7887,4.9,81.0,27,98.10983
90.268,90.4767,21.7,32.0,24,21.67633
38.87,26.7224,84.3,68.9,54,24.99225
83.643,75.832,18.8,34.5,63,58.44375
80.043,53.8186,48.2,90.8,18,34.66416
68.852,76.524,41.9,65.8,4,68.47821
34.502,94.8856,46.4,40.0,47,90.32024
5.818,59.3374,85.6,76.8,51,75.446
22.561,63.0437,26.6,12.4,82,13.36023
81.854,25.5975,26.4,49.4,78,29.90029
